x_center,y_center,width,height,bottom_y,area,aspect_ratio,diagonal,distance
0.5883778645936213,0.540075446116843,0.03824719239591978,0.04685755580138817,0.5635042240175371,0.0017921699519382406,0.8162264444946192,0.06048535576361199,56.09312255058088
0.7481733734330314,0.5591563435162659,0.038172223727594455,0.07898918803824503,0.5986509375353883,0.0030151929578569174,0.4832527263906808,0.08772918836539387,29.22986874514394
0.026377905502924973,0.6306352060939561,0.052755811005849945,0.1651978482693151,0.7132341302286136,0.008715146461869064,0.31934732934605503,0.17341714063983588,13.140781552063151
0.31766468457019437,0.5590773706518397,0.03473561012534591,0.07464133317942423,0.5963980372415518,0.0025927122485565257,0.4653607228735591,0.08232794926136476,41.533903839261875
0.2138597232986163,0.5615165666255546,0.03462289786840002,0.08554181561445864,0.604287474432784,0.0029617055454969074,0.40474349154516226,0.09228297391948148,24.214103945648482
0.42027494019122263,0.5554829560910622,0.058359874560957675,0.06827563340223426,0.5896207727921794,0.003984557400924324,0.8547561830874914,0.08981891268127777,38.04973568915676
0.6316481047409185,0.5532384832590665,0.06584583367310468,0.051869316317092726,0.5791731414176129,0.003415378374952942,1.2694318899190253,0.08382183359548266,44.622583359944066
0.7803697941265668,0.5339881390111916,0.01900632938372612,0.044053720366765955,0.5560149991945745,0.0008372995198693175,0.43142549142280184,0.04797885820646319,77.40812490228048
0.8569384486301533,0.7857221326572732,0.28612310273969327,0.4301182346854537,1.00078125,0.12306676385312157,0.6652181062047485,0.5165928045669239,3.9368567657024296
0.009620993431625192,0.5271426585030119,0.019241986863250383,0.14701453635130884,0.6006499266786663,0.002828851777178731,0.1308840367542493,0.14826843209879778,34.29363270808017
0.39284799862326003,0.5571685283482155,0.029669354055797705,0.06931660595668179,0.5918268313265564,0.0020565789240750082,0.428020466753263,0.07539935299087236,48.37028904129799
0.84482539945192,0.5525935725741181,0.02794896294617999,0.07972113969134291,0.5924541424197896,0.002228123179260582,0.3505796890849756,0.08447842708913059,31.426350418091932
0.14370385756689294,0.5485243916407857,0.03322976488177763,0.06472511953408162,0.5808869514078265,0.002150800504062485,0.5133903456745998,0.07275684416465146,36.86872787470316
0.6491683453628464,0.5570252025669422,0.064396065115472,0.05826144549259267,0.5861559253132386,0.00375180783766252,1.105275698110872,0.08684036638132324,40.155882534249706
0.5610832720671598,0.5573702841330036,0.0322199039918015,0.07477553740648953,0.5947580528362484,0.0024092606361724544,0.4308825349407698,0.08142176126607813,43.068345435307535
0.950597003581846,0.59745248216362,0.04667610108743266,0.12091420633852099,0.6579095853328805,0.005643803717963497,0.3860234167467377,0.12961058485786822,49.17527541710597
0.7885902020946619,0.5567896084868,0.0322393552617162,0.07288793639847091,0.5932335766860355,0.002349860075843679,0.4423079393760029,0.0796996066497112,50.73799897608209
0.3164261829145848,0.5515504968349958,0.03419658525616332,0.07585455525015909,0.5894777744600753,0.0025939667656804163,0.450811877170876,0.08320649010372619,53.055831840004316
0.1005165042567893,0.8114680278911701,0.2010330085135786,0.37862644421765984,1.00078125,0.07611641318387481,0.5309520257544028,0.42868666269541117,3.383212420665167
0.6098901114307014,0.5481974943270782,0.05536664050229305,0.046888520666045076,0.5716417546601007,0.002596059867401256,1.1807892193358815,0.07255341653402887,50.63192341113025
0.4347250830351681,0.5460194492984431,0.045061988369336586,0.049030172078627386,0.5705345353377569,0.002209397043953679,0.9190477498085149,0.06659234618075893,49.48991751931223
0.3825510762684077,0.5350331191910936,0.014000199486478652,0.043547438971832976,0.5568068386770101,0.0006096728327309165,0.32148567932673655,0.04574259532062774,34.52782339689438
0.729943050155499,0.5513024304091155,0.02416063345674123,0.06590165726311677,0.5842532590406739,0.0015922257853259526,0.36661091464460605,0.07019091564480631,38.63167307502731
0.30834504533634705,0.5488211081939323,0.022844755225485968,0.06562936722029447,0.5816357918040795,0.0014992868297511596,0.3480820875008273,0.06949170226040394,27.338812345069986
0.2992593846600272,0.5386353744227087,0.021945179353957952,0.06328533443285327,0.5702780416391353,0.0013888080146041758,0.34676015842317054,0.06698226967754575,30.394763461710898
0.7324398663643594,0.5298737188997803,0.014762422323195305,0.0391460990982325,0.5494467684488965,0.000577891247193763,0.3771013092477606,0.04183713885361921,77.43996974351133
0.904101227433898,0.5685369155634381,0.02514861742357688,0.08441178318222456,0.6107428071545504,0.0021228396412916865,0.2979242772897058,0.08807838610192811,30.979897328039687
0.37173034907931435,0.5558547156502976,0.03243384600586937,0.06765204164502885,0.589680736472812,0.002194215900697527,0.47941445376613917,0.07502501653097562,61.98289053617955
0.5803514139269261,0.5375340632678207,0.038642772305809696,0.03620457729202382,0.5556363519138326,0.0013990452367237647,1.0673154578955655,0.05295314219546164,62.02215447940429
0.43979681105022517,0.5370329638906027,0.03318333299825931,0.038167413344991276,0.5561166705630983,0.0012665219867090518,0.8693925183194406,0.050575537864868854,62.64399084269414
0.6577236458662686,0.5662835063516949,0.04957880795308244,0.04310556538719403,0.587836289045292,0.002137122548040731,1.1501451694829568,0.06569739694537594,37.88734776302593
0.8928478630913015,0.6110381369491557,0.07431848815620394,0.163242703560309,0.6926594887293102,0.012131950931133536,0.45526097812861493,0.1793639259926665,13.140781552063151
0.32261450457704904,0.5136008147765878,0.09536589231937048,0.049520285764422044,0.5383609576587989,0.004722546239834328,1.9257555785816234,0.10745655922306366,79.31991698609136
0.5514813716505295,0.5258503533066651,0.10800175215629869,0.06133847213761871,0.5565195893754744,0.006624662465453129,1.7607219037358262,0.124204615989133,38.320237652402085
0.815520073295929,0.5089661701457013,0.15742682596737748,0.13989894281288456,0.5789156415521436,0.02202384652322407,1.1252815605359827,0.21060607715430651,34.29363270808017
0.41292614382235904,0.4698935118726384,0.08167638093560588,0.13104397287010822,0.5354154983076925,0.01070319744745416,0.6232698526830442,0.15441358110062683,50.43054934988454
0.422281585447902,0.760588204587431,0.844563170895804,0.48038609082513783,1.00078125,0.4057164001215181,1.7580888142625533,0.9716263406741465,5.52909003417676
0.22231621040069738,0.6063495533052083,0.09246114359190241,0.25061709681782196,0.7316581017141193,0.023172343375458346,0.36893243052242075,0.2671291678041092,10.684927433772119
0.7458569292684234,0.8000342505209213,0.5082861414631534,0.4014939989581573,1.00078125,0.2040738355510531,1.2659837427168692,0.6477285178243379,3.383212420665167
0.4399998190814093,0.49446354882415217,0.09769145798002216,0.09760135373451106,0.5432642256914078,0.009534818547148266,1.0009129313187821,0.1380928861783676,48.34852439375607
0.32143194662862373,0.49661414721785563,0.05825758553409474,0.06681349976530822,0.5300208971005097,0.0038923931774096625,0.8719302806835284,0.08864530457475571,56.54407795914203
0.8415079964715837,0.5972063236470815,0.07543584045922422,0.19939339666484876,0.6969030219795058,0.015041408459432342,0.37832477602678194,0.21318605174667327,11.56693382283075
0.7359245977931913,0.46734275896261845,0.17978371921288575,0.20386038168733328,0.5692729498062851,0.03665077761990724,0.8818919881972742,0.27181103898797593,36.25205661189647
0.5920066797531772,0.5321450352699362,0.03854580383483395,0.046650247054417004,0.5554701587971447,0.0017981712718060981,0.8262545219824811,0.060514663871756254,56.09312255058088
0.7448054757275117,0.5522499917613026,0.03851198070262392,0.0797573472787267,0.592128665400666,0.003071613419290797,0.4828583090875544,0.08856865756337674,29.22986874514394
0.023236148100534582,0.623312585848697,0.046472296201069165,0.16845498951884136,0.7075400806081177,0.007828490169467597,0.27587203241515706,0.17474769757565578,13.140781552063151
0.32652111020934754,0.5519103504468104,0.03533137131886992,0.07518969623845093,0.5895051985660358,0.002656555077153746,0.46989020033574586,0.08307704989768465,41.533903839261875
0.21386126925050858,0.5527606534767555,0.035081752605694065,0.08618439881951359,0.5958528528865124,0.0030234997578566475,0.4070498377475868,0.09305095359945592,24.214103945648482
0.4226680960560782,0.5472093580138049,0.05890221159739575,0.06803808865768675,0.5812284023426483,0.004007593894797436,0.86571135445009,0.08999251101761538,38.04973568915676
0.6357892456673684,0.5455940602331069,0.06649958406041409,0.05157005323908681,0.5713790868526503,0.003429387090372683,1.289475003586171,0.08415262961601573,44.622583359944066
0.7862538153131455,0.5265286182908087,0.01890392408305388,0.044019477697460466,0.5485383571395389,0.000832140864568476,0.4294347783541759,0.04790691768935969,77.40812490228048
0.8630667170226078,0.784441171478241,0.27386656595478437,0.432680157043518,1.00078125,0.11849662876628507,0.6329523749684334,0.5120693451546086,3.9368567657024296
0.008967569183747177,0.5165600392348145,0.017935138367494354,0.14849900113019104,0.59080953979991,0.0026633501327046768,0.12077534162286292,0.14957814855427798,34.29363270808017
0.38573927801603236,0.5483931430135989,0.030101022531744508,0.06977286521600448,0.5832795756216012,0.0021002345879713234,0.4314082706835631,0.07598897471283132,48.37028904129799
0.5766848239345883,0.5248839957880025,0.03221603724705216,0.032467311594784755,0.5411176515853948,0.001045968119649234,0.9922301365441769,0.04573837970562902,67.56367875043573
0.8513208218309872,0.5460992203322268,0.028378771251762084,0.08085828850565865,0.5865283645850561,0.0022946588733110704,0.35096488945455034,0.0856937423492764,31.426350418091932
0.15098714550631331,0.5395508678990146,0.033684565298809,0.06518784792091684,0.5721447918594731,0.0021958243199809535,0.5167228195177352,0.07337646390996441,36.86872787470316
0.6535857427261405,0.5495111987836516,0.06510950234588884,0.05813053894725675,0.57857646825728,0.003784850461954196,1.1200374792238559,0.087283485574465,40.155882534249706
0.5547932197483251,0.5509550668717078,0.03252655033347658,0.0752495143015178,0.5885798240224667,0.0024476071144979845,0.4322435618598891,0.08197844765065095,43.068345435307535
0.9631789312056626,0.5879930524533095,0.04771921800098238,0.12017323760447277,0.6480796712555459,0.005734572923131689,0.39708359255866266,0.12930093117594454,49.17527541710597
0.8093633331200991,0.5505252681520219,0.03286709030665532,0.07351159811717851,0.5872810672106111,0.0024161123339038596,0.4470946633428114,0.08052453466470576,50.73799897608209
0.3087014337464974,0.542909156080442,0.03525698399334042,0.07635876181566452,0.5810885369882742,0.002692179643086178,0.4617220268241823,0.08410538286178863,53.055831840004316
0.0958754013787549,0.8099992617062313,0.1917508027575098,0.38156397658753755,1.00078125,0.073165198814008,0.5025377446127289,0.4270356408866177,3.383212420665167
0.6137391717383142,0.5404098240689338,0.05584513107922089,0.04658220746477513,0.5637009278013213,0.002601389481829829,1.198825373316111,0.07272262864849369,50.63192341113025
0.43733755352329623,0.5376402897757441,0.04538229275031102,0.04874543289383837,0.5620130062226633,0.002212179505828813,0.9309869472735802,0.06660082374327386,49.48991751931223
0.3848875221749196,0.5264177802018292,0.014173973985851459,0.043819498126715664,0.548327529265187,0.0006210964265211345,0.3234553369262166,0.046054858100192116,34.52782339689438
0.7352327454574115,0.5440246486663215,0.02444651674912161,0.06638910754559299,0.577219202439118,0.0016229824295725748,0.36822529218427785,0.07074705493421897,38.63167307502731
0.30865732060284695,0.5405531241974459,0.023371091155026193,0.06638712487750062,0.5737466866361962,0.0015515395470321741,0.3520372234966801,0.07038080882795683,27.338812345069986
0.300776511146131,0.5298208976757136,0.022143413794012783,0.06363086340108426,0.5616363293762557,0.0014090045383605124,0.34799254037931365,0.06737371558419737,30.394763461710898
0.736229504918234,0.5222142093877753,0.014550625879828517,0.039122862700785445,0.541775640738168,0.0005692621385070264,0.37191179181641487,0.04174109604932823,77.43996974351133
0.9119297169415927,0.5620860979445945,0.025546718818608365,0.08522998141734872,0.6047010886532689,0.0021773463701842237,0.29973512440874395,0.08897631468429476,30.979897328039687
0.36845839296040706,0.5467026098496233,0.03279041100565946,0.06778799719582222,0.5805966084475344,0.0022227962893015016,0.4837128791113066,0.07530221522465906,61.98289053617955
0.58387189106585,0.5295437907890547,0.03891025494774721,0.035941693534863185,0.5475146375564862,0.0013985004586953243,1.0825636901698976,0.052969928018194556,62.02215447940429
0.4425079371220253,0.5285692011490811,0.033373274712001036,0.03782111710412774,0.547479759701145,0.0012622145310308163,0.8823745804636309,0.05044018600289686,62.64399084269414
0.662283610558233,0.5589389012046897,0.050080770905626674,0.04328778325036735,0.5805827928298734,0.0021678855559740706,1.1568994816966054,0.0661960406159813,37.88734776302593
0.6650005498628372,0.5299769221483196,0.04193025917701109,0.0495356471464814,0.5547447457215603,0.002077042523352935,0.8464492773001373,0.06489936034254909,56.09312255058088
0.7479965105530657,0.5550147730262591,0.0420837988268372,0.08918054092138314,0.5996050434869507,0.0037530559434040107,0.4718891195649517,0.09861143444209802,29.22986874514394
0.013891929603324697,0.6421697338973502,0.027783859206649393,0.2050027180985367,0.7446710929466186,0.00569576665663018,0.13552856242975483,0.2068769133088635,13.140781552063151
0.48017268822146,0.5541541653538967,0.03565599914237284,0.08253234273022292,0.5954203367190082,0.00294277314160685,0.43201932652748304,0.08990516042686245,41.533903839261875
0.2561576975654877,0.5520436593475397,0.03871052078960631,0.09432667285651349,0.5992069957757965,0.0036514346306264584,0.41038350271283386,0.10196090246747654,24.214103945648482
0.48461230456744236,0.5458918711332538,0.06349222645975469,0.07325897283607877,0.5825213575512932,0.00465137529351733,0.8666700791961842,0.0969440040529279,38.04973568915676
0.7150264220359508,0.5452518376819591,0.07398512122670114,0.055623416940277795,0.573063546152098,0.0041153052453697945,1.3300835369858648,0.09256220975669091,44.622583359944066
0.8799278991431313,0.5242190885608611,0.017837181495337143,0.04534654774605107,0.5468923624338866,0.0008088546023332844,0.3933439046191959,0.04872857925470932,77.40812490228048
0.9710659881499325,0.7986147751413207,0.05786802370013504,0.40433294971735856,1.00078125,0.023397948716989615,0.14311937877238978,0.40845298676114417,3.9368567657024296
0.6381172068955007,0.5190220901350713,0.032617425141250794,0.03193541678031906,0.5349897985252308,0.0010416510661867015,1.0213238813113,0.0456482997249381,72.92142569466854
0.025311863911639452,0.510109443238781,0.050623727823278904,0.16056695555126685,0.5903929210144144,0.008128497855239855,0.31527914551490654,0.16835827581003532,34.29363270808017
0.35638859696895275,0.5416061215196034,0.03289445876742493,0.07552520628206354,0.5793687246606352,0.0024843607839466013,0.435537019356908,0.08237780163096164,48.37028904129799
0.6472736238044771,0.5219084396483149,0.034532783317806806,0.03405515057977171,0.5389360149382008,0.0011760191358265392,1.0139954965526317,0.048500169120174436,67.56367875043573
0.9609104870900773,0.5533325424799491,0.03266922344852195,0.09573593823474794,0.6012005115973231,0.0031276187582448766,0.34123948447585284,0.10115655208841852,31.426350418091932
0.2692403176175922,0.5385311464171407,0.03652907543445568,0.07124657569810236,0.574154434266192,0.002602571538122638,0.5127062230052638,0.0800652727516842,36.86872787470316
0.736157488447468,0.5500022962189975,0.07330865224484549,0.0633243108883578,0.5816644516631765,0.004642219885559105,1.1576516753954555,0.09687170300681763,40.155882534249706
0.5452269182533442,0.5523024052795874,0.03565243861040681,0.08243807704733283,0.5935214438032538,0.0029391184810900204,0.43247013294358905,0.08981721954130405,43.068345435307535
0.2614717586379313,0.5359833281870062,0.04120718259613779,0.08234980491793546,0.5771582306459739,0.003393403448009692,0.5003859116762942,0.09208432150770005,53.055831840004316
0.058034014887819944,0.8332259494545472,0.11606802977563989,0.33511060109090585,1.0007812500000002,0.03889562722555184,0.3463563463568487,0.35464193561888174,3.383212420665167
0.6894493088279348,0.5391484615081092,0.06128619346884629,0.04972629158053658,0.5640116072983775,0.0030475351262930273,1.2324458364998487,0.07892212354120612,50.63192341113025
0.5005468627689106,0.5350069335266501,0.048071737861841095,0.05165270350606699,0.5608332852796836,0.002483035222799053,0.9306542338478174,0.07056127663629132,49.48991751931223
0.4440157595116672,0.524448178090575,0.01588144043036994,0.04812575648709707,0.5485110563341236,0.0007643063348163219,0.3299919128069186,0.05067848249108052,34.52782339689438
0.8276008440945368,0.5447596499624705,0.027697216144841382,0.07306873895312646,0.5812940194390337,0.0020238006562157346,0.37905180094606444,0.0781420270685001,38.63167307502731
0.346873787135202,0.5412036654662531,0.026799257945755942,0.07568324989847133,0.5790452904154888,0.0020282549362022405,0.3540929319073192,0.08028794767359311,27.338812345069986
0.78023688503222,0.516153013723106,0.01593396673337182,0.03756181847187303,0.5349339229590425,0.000598508765975776,0.4241951850685311,0.04080173406577399,47.44340832057619
0.35517816043139144,0.5265950964309819,0.023631411889524046,0.0678809675475625,0.5605355802047631,0.0016041231035758643,0.34812502853524907,0.07187676525196143,30.394763461710898
0.8168855278598907,0.5192777424541933,0.013602645284216308,0.04030048461477538,0.539427984761581,0.0005481931969968062,0.3375221884314726,0.04253423349390417,77.43996974351133
0.38713121998303646,0.5407302901758498,0.031577895241117857,0.0702445023765594,0.5758525413641296,0.002218173537311447,0.44953618627198055,0.0770159307026116,61.98289053617955
0.6555086154738199,0.5269642989689489,0.0419184693992951,0.03783559664407123,0.5458820972909846,0.0015860103001285723,1.1078816045116855,0.056468490773107206,62.02215447940429
0.5060379535286713,0.5250190408856497,0.0349227839132638,0.039431181132899694,0.5447346314520995,0.0013770466181490203,0.88564169949317,0.0526727527454951,62.64399084269414
0.7468043777554165,0.5608645431694632,0.055720867361825556,0.04769391118145307,0.5847114987601898,0.0026575460989084355,1.1682769918542903,0.07334523995010508,37.88734776302593
0.2715967803820494,0.46419256765145694,0.19662120111255366,0.1624614110809989,0.5454232731919564,0.031943357781186336,1.2102565744547777,0.2550560856309306,33.85119176896253
0.8619807366702698,0.6208938259593078,0.0899654179520187,0.19884317040982583,0.7203154111642207,0.017889008932824458,0.4524418179652758,0.2182484429404078,13.140781552063151
0.15455586914132993,0.48371537122991065,0.06299836036727703,0.03752783283595988,0.5024792876478906,0.0023641919368027325,1.678665591403962,0.07332892775930282,79.31991698609136
0.5562599063038943,0.5130268167550873,0.11351296073985738,0.0647952180090388,0.5454244257596067,0.007355097037990521,1.751845466104562,0.13070429423996469,38.320237652402085
0.8380984702991071,0.49401812053545513,0.1746248504984005,0.1548081128778051,0.5714221769743577,0.02703334356722623,1.1280011056987096,0.2333653578069718,34.29363270808017
0.42424057046873614,0.4533835270466174,0.0826902645278711,0.13777898444935638,0.5222730192712955,0.011392980670498716,0.600161662511041,0.16068829578903773,50.43054934988454
0.004999363699619123,0.6121643015094378,0.009998727399238246,0.30744261410996226,0.7658856085644189,0.0030740348893947105,0.032522150210158654,0.3076051617258258,10.684927433772119
0.5,0.8158035690754684,1.0,0.3699553618490631,1.00078125,0.3699553618490631,2.703021499622125,1.06623963993132,3.383212420665167
0.45059311045685985,0.47898924322525815,0.10159880531011112,0.10290834234087338,0.5304434143956949,0.010455364638276659,0.9872651306387589,0.14461135558381388,48.34852439375607
0.4720505576528455,0.4779978056295853,0.3162090227243501,0.2114194658570213,0.583707538558096,0.0668527426835528,1.495640554203465,0.38037657209081205,34.26675843553537
0.3348446881731572,0.4816931159106243,0.059270696981878326,0.06939718524845277,0.5163917085348507,0.004113219538256321,0.8540669582307235,0.09126327213685531,56.54407795914203
0.782861003044117,0.6054977184925219,0.10263329686238123,0.24246146526764373,0.7267284511263438,0.024884619542502016,0.4232956088650209,0.2632891106076635,11.56693382283075
0.7535726700931796,0.44815050698188924,0.19299319933942732,0.22390907378157737,0.5601050438726779,0.043212928510234505,0.8619228071341299,0.2956038705987995,36.25205661189647
