class_id,x_center,y_center,width,height,distance
0,0.5883778645936213,0.540075446116843,0.03824719239591978,0.04685755580138817,56.09312255058088
1,0.7481733734330314,0.5591563435162659,0.038172223727594455,0.07898918803824503,29.22986874514394
1,0.026377905502924973,0.6306352060939561,0.052755811005849945,0.1651978482693151,13.140781552063151
1,0.31766468457019437,0.5590773706518397,0.03473561012534591,0.07464133317942423,41.533903839261875
1,0.2138597232986163,0.5615165666255546,0.03462289786840002,0.08554181561445864,24.214103945648482
0,0.42027494019122263,0.5554829560910622,0.058359874560957675,0.06827563340223426,38.04973568915676
0,0.6316481047409185,0.5532384832590665,0.06584583367310468,0.051869316317092726,44.622583359944066
1,0.7803697941265668,0.5339881390111916,0.01900632938372612,0.044053720366765955,77.40812490228048
0,0.8569384486301533,0.7857221326572732,0.28612310273969327,0.4301182346854537,3.9368567657024296
0,0.009620993431625192,0.5271426585030119,0.019241986863250383,0.14701453635130884,34.29363270808017
1,0.39284799862326003,0.5571685283482155,0.029669354055797705,0.06931660595668179,48.37028904129799
1,0.84482539945192,0.5525935725741181,0.02794896294617999,0.07972113969134291,31.426350418091932
1,0.14370385756689294,0.5485243916407857,0.03322976488177763,0.06472511953408162,36.86872787470316
0,0.6491683453628464,0.5570252025669422,0.064396065115472,0.05826144549259267,40.155882534249706
1,0.5610832720671598,0.5573702841330036,0.0322199039918015,0.07477553740648953,43.068345435307535
1,0.950597003581846,0.59745248216362,0.04667610108743266,0.12091420633852099,49.17527541710597
1,0.7885902020946619,0.5567896084868,0.0322393552617162,0.07288793639847091,50.73799897608209
1,0.3164261829145848,0.5515504968349958,0.03419658525616332,0.07585455525015909,53.055831840004316
0,0.1005165042567893,0.8114680278911701,0.2010330085135786,0.37862644421765984,3.383212420665167
0,0.6098901114307014,0.5481974943270782,0.05536664050229305,0.046888520666045076,50.63192341113025
0,0.4347250830351681,0.5460194492984431,0.045061988369336586,0.049030172078627386,49.48991751931223
1,0.3825510762684077,0.5350331191910936,0.014000199486478652,0.043547438971832976,34.52782339689438
1,0.729943050155499,0.5513024304091155,0.02416063345674123,0.06590165726311677,38.63167307502731
1,0.30834504533634705,0.5488211081939323,0.022844755225485968,0.06562936722029447,27.338812345069986
1,0.2992593846600272,0.5386353744227087,0.021945179353957952,0.06328533443285327,30.394763461710898
1,0.7324398663643594,0.5298737188997803,0.014762422323195305,0.0391460990982325,77.43996974351133
1,0.904101227433898,0.5685369155634381,0.02514861742357688,0.08441178318222456,30.979897328039687
1,0.37173034907931435,0.5558547156502976,0.03243384600586937,0.06765204164502885,61.98289053617955
0,0.5803514139269261,0.5375340632678207,0.038642772305809696,0.03620457729202382,62.02215447940429
0,0.43979681105022517,0.5370329638906027,0.03318333299825931,0.038167413344991276,62.64399084269414
0,0.6577236458662686,0.5662835063516949,0.04957880795308244,0.04310556538719403,37.88734776302593
1,0.8928478630913015,0.6110381369491557,0.07431848815620394,0.163242703560309,13.140781552063151
0,0.32261450457704904,0.5136008147765878,0.09536589231937048,0.049520285764422044,79.31991698609136
0,0.5514813716505295,0.5258503533066651,0.10800175215629869,0.06133847213761871,38.320237652402085
0,0.815520073295929,0.5089661701457013,0.15742682596737748,0.13989894281288456,34.29363270808017
0,0.41292614382235904,0.4698935118726384,0.08167638093560588,0.13104397287010822,50.43054934988454
0,0.422281585447902,0.760588204587431,0.844563170895804,0.48038609082513783,5.52909003417676
1,0.22231621040069738,0.6063495533052083,0.09246114359190241,0.25061709681782196,10.684927433772119
0,0.7458569292684234,0.8000342505209213,0.5082861414631534,0.4014939989581573,3.383212420665167
0,0.4399998190814093,0.49446354882415217,0.09769145798002216,0.09760135373451106,48.34852439375607
0,0.32143194662862373,0.49661414721785563,0.05825758553409474,0.06681349976530822,56.54407795914203
1,0.8415079964715837,0.5972063236470815,0.07543584045922422,0.19939339666484876,11.56693382283075
0,0.7359245977931913,0.46734275896261845,0.17978371921288575,0.20386038168733328,36.25205661189647
0,0.5920066797531772,0.5321450352699362,0.03854580383483395,0.046650247054417004,56.09312255058088
1,0.7448054757275117,0.5522499917613026,0.03851198070262392,0.0797573472787267,29.22986874514394
1,0.023236148100534582,0.623312585848697,0.046472296201069165,0.16845498951884136,13.140781552063151
1,0.32652111020934754,0.5519103504468104,0.03533137131886992,0.07518969623845093,41.533903839261875
1,0.21386126925050858,0.5527606534767555,0.035081752605694065,0.08618439881951359,24.214103945648482
0,0.4226680960560782,0.5472093580138049,0.05890221159739575,0.06803808865768675,38.04973568915676
0,0.6357892456673684,0.5455940602331069,0.06649958406041409,0.05157005323908681,44.622583359944066
1,0.7862538153131455,0.5265286182908087,0.01890392408305388,0.044019477697460466,77.40812490228048
0,0.8630667170226078,0.784441171478241,0.27386656595478437,0.432680157043518,3.9368567657024296
0,0.008967569183747177,0.5165600392348145,0.017935138367494354,0.14849900113019104,34.29363270808017
1,0.38573927801603236,0.5483931430135989,0.030101022531744508,0.06977286521600448,48.37028904129799
0,0.5766848239345883,0.5248839957880025,0.03221603724705216,0.032467311594784755,67.56367875043573
1,0.8513208218309872,0.5460992203322268,0.028378771251762084,0.08085828850565865,31.426350418091932
1,0.15098714550631331,0.5395508678990146,0.033684565298809,0.06518784792091684,36.86872787470316
0,0.6535857427261405,0.5495111987836516,0.06510950234588884,0.05813053894725675,40.155882534249706
1,0.5547932197483251,0.5509550668717078,0.03252655033347658,0.0752495143015178,43.068345435307535
1,0.9631789312056626,0.5879930524533095,0.04771921800098238,0.12017323760447277,49.17527541710597
1,0.8093633331200991,0.5505252681520219,0.03286709030665532,0.07351159811717851,50.73799897608209
1,0.3087014337464974,0.542909156080442,0.03525698399334042,0.07635876181566452,53.055831840004316
0,0.0958754013787549,0.8099992617062313,0.1917508027575098,0.38156397658753755,3.383212420665167
0,0.6137391717383142,0.5404098240689338,0.05584513107922089,0.04658220746477513,50.63192341113025
0,0.43733755352329623,0.5376402897757441,0.04538229275031102,0.04874543289383837,49.48991751931223
1,0.3848875221749196,0.5264177802018292,0.014173973985851459,0.043819498126715664,34.52782339689438
1,0.7352327454574115,0.5440246486663215,0.02444651674912161,0.06638910754559299,38.63167307502731
1,0.30865732060284695,0.5405531241974459,0.023371091155026193,0.06638712487750062,27.338812345069986
1,0.300776511146131,0.5298208976757136,0.022143413794012783,0.06363086340108426,30.394763461710898
1,0.736229504918234,0.5222142093877753,0.014550625879828517,0.039122862700785445,77.43996974351133
1,0.9119297169415927,0.5620860979445945,0.025546718818608365,0.08522998141734872,30.979897328039687
1,0.36845839296040706,0.5467026098496233,0.03279041100565946,0.06778799719582222,61.98289053617955
0,0.58387189106585,0.5295437907890547,0.03891025494774721,0.035941693534863185,62.02215447940429
0,0.4425079371220253,0.5285692011490811,0.033373274712001036,0.03782111710412774,62.64399084269414
0,0.662283610558233,0.5589389012046897,0.050080770905626674,0.04328778325036735,37.88734776302593
0,0.6650005498628372,0.5299769221483196,0.04193025917701109,0.0495356471464814,56.09312255058088
1,0.7479965105530657,0.5550147730262591,0.0420837988268372,0.08918054092138314,29.22986874514394
1,0.013891929603324697,0.6421697338973502,0.027783859206649393,0.2050027180985367,13.140781552063151
1,0.48017268822146,0.5541541653538967,0.03565599914237284,0.08253234273022292,41.533903839261875
1,0.2561576975654877,0.5520436593475397,0.03871052078960631,0.09432667285651349,24.214103945648482
0,0.48461230456744236,0.5458918711332538,0.06349222645975469,0.07325897283607877,38.04973568915676
0,0.7150264220359508,0.5452518376819591,0.07398512122670114,0.055623416940277795,44.622583359944066
1,0.8799278991431313,0.5242190885608611,0.017837181495337143,0.04534654774605107,77.40812490228048
0,0.9710659881499325,0.7986147751413207,0.05786802370013504,0.40433294971735856,3.9368567657024296
