class_id,x_center,y_center,bottom_y,width,height,area,aspect_ratio,diagonal,inverse_height,inverse_area,scale_score,distance
0.0,0.5883778645936213,0.540075446116843,0.5635042240175371,0.03824719239591978,0.04685755580138817,0.0017921699519382406,0.8162264444946192,0.06048535576361199,21.340819897193146,557.6716244431256,0.06048535576361199,56.09312255058088
1.0,0.7481733734330314,0.5591563435162659,0.5986509375353883,0.038172223727594455,0.07898918803824503,0.0030151929578569174,0.4832527263906808,0.08772918836539387,12.659800221210077,331.5437752067844,0.08772918836539387,29.22986874514394
1.0,0.026377905502924973,0.6306352060939561,0.7132341302286136,0.052755811005849945,0.1651978482693151,0.008715146461869064,0.31934732934605503,0.17341714063983588,6.053310967215412,114.72960033137892,0.17341714063983588,13.140781552063151
1.0,0.31766468457019437,0.5590773706518397,0.5963980372415518,0.03473561012534591,0.07464133317942423,0.0025927122485565257,0.4653607228735591,0.08232794926136476,13.397223229828755,385.54778023527024,0.08232794926136476,41.533903839261875
1.0,0.2138597232986163,0.5615165666255546,0.604287474432784,0.03462289786840002,0.08554181561445864,0.0029617055454969074,0.40474349154516226,0.09228297391948148,11.690052435344175,337.5293240058654,0.09228297391948148,24.214103945648482
0.0,0.42027494019122263,0.5554829560910622,0.5896207727921794,0.058359874560957675,0.06827563340223426,0.003984557400924324,0.8547561830874914,0.08981891268127777,14.646299182749047,250.90593345063394,0.08981891268127777,38.04973568915676
0.0,0.6316481047409185,0.5532384832590665,0.5791731414176129,0.06584583367310468,0.051869316317092726,0.003415378374952942,1.2694318899190253,0.08382183359548266,19.278849079824713,292.7076249315547,0.08382183359548266,44.622583359944066
1.0,0.7803697941265668,0.5339881390111916,0.5560149991945745,0.01900632938372612,0.044053720366765955,0.0008372995198693175,0.43142549142280184,0.04797885820646319,22.699043182541253,1192.8910565950102,0.04797885820646319,77.40812490228048
0.0,0.8569384486301533,0.7857221326572732,1.00078125,0.28612310273969327,0.4301182346854537,0.12306676385312157,0.6652181062047485,0.5165928045669239,2.324936713726138,8.125604696884523,0.5165928045669239,3.9368567657024296
0.0,0.009620993431625192,0.5271426585030119,0.6006499266786663,0.019241986863250383,0.14701453635130884,0.002828851777178731,0.1308840367542493,0.14826843209879778,6.802002188465282,353.3753986920711,0.14826843209879778,34.29363270808017
1.0,0.39284799862326003,0.5571685283482155,0.5918268313265564,0.029669354055797705,0.06931660595668179,0.0020565789240750082,0.428020466753263,0.07539935299087236,14.426349355240623,486.0080885837968,0.07539935299087236,48.37028904129799
1.0,0.84482539945192,0.5525935725741181,0.5924541424197896,0.02794896294617999,0.07972113969134291,0.002228123179260582,0.3505796890849756,0.08447842708913059,12.543566992452297,448.6068824297579,0.08447842708913059,31.426350418091932
1.0,0.14370385756689294,0.5485243916407857,0.5808869514078265,0.03322976488177763,0.06472511953408162,0.002150800504062485,0.5133903456745998,0.07275684416465146,15.449713457230333,464.7270962675458,0.07275684416465146,36.86872787470316
0.0,0.6491683453628464,0.5570252025669422,0.5861559253132386,0.064396065115472,0.05826144549259267,0.00375180783766252,1.105275698110872,0.08684036638132324,17.163714834577913,266.4671476019038,0.08684036638132324,40.155882534249706
1.0,0.5610832720671598,0.5573702841330036,0.5947580528362484,0.0322199039918015,0.07477553740648953,0.0024092606361724544,0.4308825349407698,0.08142176126607813,13.37317873605116,414.89288958725285,0.08142176126607813,43.068345435307535
1.0,0.950597003581846,0.59745248216362,0.6579095853328805,0.04667610108743266,0.12091420633852099,0.005643803717963497,0.3860234167467377,0.12961058485786822,8.270258392483274,177.15407832830275,0.12961058485786822,49.17527541710597
1.0,0.7885902020946619,0.5567896084868,0.5932335766860355,0.0322393552617162,0.07288793639847091,0.002349860075843679,0.4423079393760029,0.0796996066497112,13.719503252635997,425.37623156542776,0.0796996066497112,50.73799897608209
1.0,0.3164261829145848,0.5515504968349958,0.5894777744600753,0.03419658525616332,0.07585455525015909,0.0025939667656804163,0.450811877170876,0.08320649010372619,13.182950104341932,385.36139006689507,0.08320649010372619,53.055831840004316
0.0,0.1005165042567893,0.8114680278911701,1.00078125,0.2010330085135786,0.37862644421765984,0.07611641318387481,0.5309520257544028,0.42868666269541117,2.6411186385769083,13.137598325685696,0.42868666269541117,3.383212420665167
0.0,0.6098901114307014,0.5481974943270782,0.5716417546601007,0.05536664050229305,0.046888520666045076,0.002596059867401256,1.1807892193358815,0.07255341653402887,21.326726863389485,385.05080785859917,0.07255341653402887,50.63192341113025
0.0,0.4347250830351681,0.5460194492984431,0.5705345353377569,0.045061988369336586,0.049030172078627386,0.002209397043953679,0.9190477498085149,0.06659234618075893,20.395188562826515,452.40740921881,0.06659234618075893,49.48991751931223
1.0,0.3825510762684077,0.5350331191910936,0.5568068386770101,0.014000199486478652,0.043547438971832976,0.0006096728327309165,0.32148567932673655,0.04574259532062774,22.96293560939802,1637.5380504942725,0.04574259532062774,34.52782339689438
1.0,0.729943050155499,0.5513024304091155,0.5842532590406739,0.02416063345674123,0.06590165726311677,0.0015922257853259526,0.36661091464460605,0.07019091564480631,15.173894976760858,627.6574288530069,0.07019091564480631,38.63167307502731
1.0,0.30834504533634705,0.5488211081939323,0.5816357918040795,0.022844755225485968,0.06562936722029447,0.0014992868297511596,0.3480820875008273,0.06949170226040394,15.236849073896026,666.5392111492854,0.06949170226040394,27.338812345069986
